"Date","APP ID","Game Name","Device","Total Registered Members","Total Verified Members","Newly Registered Members","Newly Verified Members","Newly Unregistered Members","Download","DAU","ARPDAU","Charged UU","Gold Spent","ARPU","ARPPU","Complimentary Gold Spent"
"2025-10-13","50784","Eros Fantasy","TOTAL","564451","227974","58","38","0","111","1596","24.49","14","39081","0.07","2791.5","0"
"2025-10-14","50784","Eros Fantasy","ANDROID_APP","360180","134038","40","28","0","29","1014","6.41","5","6500","0.02","1300","0"
"2025-10-14","50784","Eros Fantasy","PC","197437","94346","10","7","0","0","641","26.21","6","16798","0.09","2799.67","0"
"2025-10-14","50784","Eros Fantasy","TOTAL","564501","228009","50","35","0","110","1591","14.64","11","23298","0.04","2118","0"
"2025-10-15","50784","Eros Fantasy","ANDROID_APP","360225","134072","45","34","0","30","990","12.01","5","11889","0.03","2377.8","0"
"2025-10-15","50784","Eros Fantasy","PC","197451","94357","14","11","0","0","643","19.6","3","12600","0.06","4200","0"
"2025-10-15","50784","Eros Fantasy","TOTAL","564560","228054","59","45","0","106","1565","15.65","8","24489","0.04","3061.13","0"
"2025-10-16","50784","Eros Fantasy","ANDROID_APP","360254","134091","29","19","0","16","975","15.38","6","14995","0.04","2499.17","0"
"2025-10-16","50784","Eros Fantasy","PC","197465","94367","14","10","0","0","659","2.81","2","1850","0.01","925","0"
"2025-10-16","50784","Eros Fantasy","TOTAL","564603","228083","43","29","0","101","1569","10.74","8","16845","0.03","2105.63","0"
"2025-10-17","50784","Eros Fantasy","ANDROID_APP","360286","134117","32","26","0","27","1018","66.11","11","67300","0.19","6118.18","0"
"2025-10-17","50784","Eros Fantasy","PC","197479","94375","14","8","0","0","635","16.93","6","10750","0.05","1791.67","0"
"2025-10-17","50784","Eros Fantasy","TOTAL","564649","228117","46","34","0","217","1580","49.4","17","78050","0.14","4591.18","0"
"2025-10-18","50784","Eros Fantasy","ANDROID_APP","360372","134177","87","60","1","52","1038","12.72","9","13200","0.04","1466.67","0"
"2025-10-18","50784","Eros Fantasy","PC","197519","94401","40","26","0","0","659","67.9","13","44748","0.23","3442.15","0"
"2025-10-18","50784","Eros Fantasy","TOTAL","564774","228202","126","85","1","274","1625","35.66","22","57948","0.1","2634","0"
"2025-10-19","50784","Eros Fantasy","ANDROID_APP","360433","134217","61","40","0","44","1002","4.49","7","4500","0.01","642.86","0"
"2025-10-19","50784","Eros Fantasy","PC","197548","94419","29","18","0","0","653","40.43","8","26398","0.13","3299.75","0"
"2025-10-19","50784","Eros Fantasy","TOTAL","564863","228260","89","58","0","179","1594","19.38","15","30898","0.05","2059.87","0"
"2025-10-20","50784","Eros Fantasy","ANDROID_APP","360485","134253","52","36","0","33","1043","13.61","11","14200","0.04","1290.91","0"
"2025-10-20","50784","Eros Fantasy","PC","197573","94437","25","18","0","0","665","19.7","5","13100","0.07","2620","0"
"2025-10-20","50784","Eros Fantasy","TOTAL","564939","228313","76","53","0","127","1628","16.77","16","27300","0.05","1706.25","0"
"2025-10-21","50784","Eros Fantasy","ANDROID_APP","360531","134285","46","32","0","28","1032","17.68","9","18250","0.05","2027.78","0"
"2025-10-21","50784","Eros Fantasy","PC","197588","94445","15","8","0","0","652","46.32","11","30199","0.15","2745.36","0"
"2025-10-21","50784","Eros Fantasy","TOTAL","564999","228352","60","39","0","114","1620","29.91","20","48449","0.09","2422.45","0"
"2025-10-22","50784","Eros Fantasy","ANDROID_APP","360568","134311","37","26","0","24","977","0.31","1","300","0","300","0"
"2025-10-22","50784","Eros Fantasy","PC","197601","94453","13","8","0","0","631","15.45","5","9750","0.05","1950","0"
"2025-10-22","50784","Eros Fantasy","TOTAL","565049","228386","50","34","0","98","1561","6.44","6","10050","0.02","1675","0"
"2025-10-23","50784","Eros Fantasy","ANDROID_APP","360615","134344","47","33","0","22","975","35.13","3","34250","0.09","11416.67","0"
"2025-10-23","50784","Eros Fantasy","PC","197621","94469","20","16","0","0","644","7.45","4","4800","0.02","1200","0"
"2025-10-23","50784","Eros Fantasy","TOTAL","565116","228435","67","49","0","105","1579","24.73","7","39050","0.07","5578.57","0"
"2025-10-24","50784","Eros Fantasy","ANDROID_APP","360782","134449","167","105","0","124","1088","190.15","25","206885","0.57","8275.4","0"
"2025-10-24","50784","Eros Fantasy","PC","197728","94540","107","71","0","0","786","131.92","17","103690","0.52","6099.41","1000"
"2025-10-24","50784","Eros Fantasy","TOTAL","565390","228611","274","176","0","529","1807","171.87","42","310575","0.55","7394.64","1000"
"2025-10-25","50784","Eros Fantasy","ANDROID_APP","361335","134797","553","348","0","373","1373","72.86","27","100036","0.28","3705.04","0"
"2025-10-25","50784","Eros Fantasy","PC","198036","94729","308","189","0","0","1076","90.7","16","97589","0.49","6099.31","5000"
"2025-10-25","50784","Eros Fantasy","TOTAL","566249","229146","859","535","0","1162","2364","83.6","42","197625","0.35","4705.36","5000"
"2025-10-26","50784","Eros Fantasy","ANDROID_APP","361474","134883","139","86","0","77","1185","30.03","21","35590","0.1","1694.76","0"
"2025-10-26","50784","Eros Fantasy","PC","198108","94773","73","44","1","0","803","37.91","17","30441","0.15","1790.65","0"
"2025-10-26","50784","Eros Fantasy","TOTAL","566459","229275","211","129","1","277","1916","34.46","38","66031","0.12","1737.66","0"
"2025-10-27","50784","Eros Fantasy","ANDROID_APP","361585","134954","112","71","1","58","1161","50.8","8","58982","0.16","7372.75","0"
"2025-10-27","50784","Eros Fantasy","PC","198152","94800","44","27","0","0","793","24.46","9","19398","0.1","2155.33","0"
"2025-10-27","50784","Eros Fantasy","TOTAL","566612","229371","154","96","1","228","1880","41.69","17","78380","0.14","4610.59","0"
"2025-10-28","50784","Eros Fantasy","ANDROID_APP","361814","135110","229","156","0","130","1229","22.05","14","27095","0.07","1935.36","0"
"2025-10-28","50784","Eros Fantasy","PC","198247","94864","95","64","0","0","828","42.51","15","35197","0.18","2346.47","0"
"2025-10-28","50784","Eros Fantasy","TOTAL","566936","229591","324","220","0","404","1995","31.22","29","62292","0.11","2148","0"
"2025-10-29","50784","Eros Fantasy","ANDROID_APP","361918","135177","105","67","1","61","1147","27.67","10","31742","0.09","3174.2","0"
"2025-10-29","50784","Eros Fantasy","PC","198288","94889","41","25","0","0","731","21.2","8","15496","0.08","1937","0"
"2025-10-29","50784","Eros Fantasy","TOTAL","567081","229683","146","92","1","170","1820","25.95","18","47238","0.08","2624.33","0"
"2025-10-30","50784","Eros Fantasy","ANDROID_APP","362034","135257","116","80","0","68","1144","70.61","22","80780","0.22","3671.82","0"
"2025-10-30","50784","Eros Fantasy","PC","198342","94925","54","36","0","0","777","49.54","14","38494","0.19","2749.57","3000"
"2025-10-30","50784","Eros Fantasy","TOTAL","567251","229799","170","116","0","209","1863","64.02","36","119274","0.21","3313.17","3000"
"2025-10-31","50784","Eros Fantasy","ANDROID_APP","362148","135336","114","79","0","72","1109","53.78","14","59640","0.16","4260","0"
"2025-10-31","50784","Eros Fantasy","PC","198405","94963","63","38","0","0","765","53.98","6","41294","0.21","6882.33","0"
"2025-10-31","50784","Eros Fantasy","TOTAL","567427","229915","176","116","0","367","1807","55.86","20","100934","0.18","5046.7","0"
"2025-11-01","50784","Eros Fantasy","ANDROID_APP","362237","135394","89","58","0","57","1070","17.84","12","19094","0.05","1591.17","0"
"2025-11-01","50784","Eros Fantasy","PC","198435","94984","30","21","0","0","709","46.97","13","33299","0.17","2561.46","0"
"2025-11-01","50784","Eros Fantasy","TOTAL","567545","229993","118","78","0","285","1726","30.36","25","52393","0.09","2095.72","0"
"2025-11-02","50784","Eros Fantasy","ANDROID_APP","362335","135451","98","57","0","64","1085","26.68","9","28947","0.08","3216.33","0"
"2025-11-02","50784","Eros Fantasy","PC","198472","95005","37","21","0","0","722","20.91","8","15099","0.08","1887.38","0"
"2025-11-02","50784","Eros Fantasy","TOTAL","567680","230071","135","78","0","249","1758","25.05","17","44046","0.08","2590.94","0"
"2025-11-03","50784","Eros Fantasy","ANDROID_APP","362441","135522","106","71","0","62","1091","17.92","11","19548","0.05","1777.09","0"
"2025-11-03","50784","Eros Fantasy","PC","198525","95041","53","36","0","0","731","23.26","4","17000","0.09","4250","0"
"2025-11-03","50784","Eros Fantasy","TOTAL","567839","230178","159","107","0","238","1768","20.67","15","36548","0.06","2436.53","0"
"2025-11-04","50784","Eros Fantasy","ANDROID_APP","362501","135560","60","38","0","29","1027","7.35","8","7550","0.02","943.75","0"
"2025-11-04","50784","Eros Fantasy","PC","198549","95054","24","13","0","0","698","10.03","4","7000","0.04","1750","0"
"2025-11-04","50784","Eros Fantasy","TOTAL","567922","230229","83","51","0","138","1676","8.68","12","14550","0.03","1212.5","0"
"2025-11-05","50784","Eros Fantasy","ANDROID_APP","362576","135613","76","53","1","33","1047","7.5","8","7849","0.02","981.13","0"
"2025-11-05","50784","Eros Fantasy","PC","198578","95073","29","19","0","0","696","13.43","5","9348","0.05","1869.6","0"
"2025-11-05","50784","Eros Fantasy","TOTAL","568025","230300","104","71","1","160","1685","10.21","13","17197","0.03","1322.85","0"
"2025-11-06","50784","Eros Fantasy","ANDROID_APP","362695","135684","119","71","0","73","1046","18.5","8","19349","0.05","2418.63","0"
"2025-11-06","50784","Eros Fantasy","PC","198621","95100","43","27","0","0","702","56.62","4","39750","0.2","9937.5","0"
"2025-11-06","50784","Eros Fantasy","TOTAL","568186","230397","161","97","0","219","1700","34.76","12","59099","0.1","4924.92","0"
"2025-11-07","50784","Eros Fantasy","ANDROID_APP","362918","135836","223","152","0","110","1243","62.39","27","77550","0.21","2872.22","0"
"2025-11-07","50784","Eros Fantasy","PC","198680","95134","59","34","0","0","738","30.62","8","22600","0.11","2825","0"
"2025-11-07","50784","Eros Fantasy","TOTAL","568465","230580","279","183","0","436","1904","52.6","35","100150","0.18","2861.43","0"
"2025-11-08","50784","Eros Fantasy","ANDROID_APP","363195","136021","277","185","0","142","1273","31.42","20","39997","0.11","1999.85","0"
"2025-11-08","50784","Eros Fantasy","PC","198797","95216","117","82","0","0","800","74.13","15","59300","0.3","3953.33","0"
"2025-11-08","50784","Eros Fantasy","TOTAL","568856","230845","391","265","0","506","1990","49.9","35","99297","0.17","2837.06","0"
"2025-11-09","50784","Eros Fantasy","ANDROID_APP","363411","136162","216","141","0","100","1281","26.38","9","33793","0.09","3754.78","0"
"2025-11-09","50784","Eros Fantasy","PC","198871","95256","74","40","0","0","787","11.94","5","9394","0.05","1878.8","0"
"2025-11-09","50784","Eros Fantasy","TOTAL","569143","231025","287","180","0","305","1983","21.78","14","43187","0.08","3084.79","0"
"2025-11-10","50784","Eros Fantasy","ANDROID_APP","363602","136286","191","124","0","84","1282","27.56","6","35337","0.1","5889.5","0"
"2025-11-10","50784","Eros Fantasy","PC","198936","95303","65","47","0","0","763","7.6","7","5796","0.03","828","0"
"2025-11-10","50784","Eros Fantasy","TOTAL","569399","231196","256","171","0","266","1957","21.02","13","41133","0.07","3164.08","0"
"2025-11-11","50784","Eros Fantasy","ANDROID_APP","363698","136354","96","68","0","34","1172","13.9","7","16294","0.04","2327.71","0"
"2025-11-11","50784","Eros Fantasy","PC","198968","95324","32","21","0","0","716","4.47","4","3197","0.02","799.25","0"
"2025-11-11","50784","Eros Fantasy","TOTAL","569527","231285","128","89","0","132","1806","10.79","11","19491","0.03","1771.91","0"
"2025-11-12","50784","Eros Fantasy","ANDROID_APP","363789","136417","91","63","0","43","1164","3.86","3","4498","0.01","1499.33","0"
"2025-11-12","50784","Eros Fantasy","PC","198986","95335","18","11","0","0","694","0.72","1","500","0","500","0"
"2025-11-12","50784","Eros Fantasy","TOTAL","569634","231357","107","72","0","150","1771","2.82","4","4998","0.01","1249.5","0"
"2025-11-13","50784","Eros Fantasy","ANDROID_APP","363882","136476","93","59","0","45","887","26.38","7","23396","0.06","3342.29","0"
"2025-11-13","50784","Eros Fantasy","PC","199012","95353","26","18","0","0","428","0","0","0","0","0","0"
"2025-11-13","50784","Eros Fantasy","TOTAL","569752","231433","118","76","0","157","1275","18.35","7","23396","0.04","3342.29","0"
"2025-11-14","50784","Eros Fantasy","ANDROID_APP","363953","136526","71","50","0","47","999","9.01","3","9000","0.02","3000","0"
"2025-11-14","50784","Eros Fantasy","PC","199028","95366","16","13","0","0","581","1.89","3","1100","0.01","366.67","0"
"2025-11-14","50784","Eros Fantasy","TOTAL","569838","231495","86","62","0","271","1526","6.62","6","10100","0.02","1683.33","0"
"2025-11-15","50784","Eros Fantasy","ANDROID_APP","364308","136765","355","239","0","224","1329","115.39","23","153348","0.42","6667.3","0"
"2025-11-15","50784","Eros Fantasy","PC","199189","95459","161","93","0","0","882","102.35","18","90270","0.45","5015","0"
"2025-11-15","50784","Eros Fantasy","TOTAL","570349","231823","511","328","0","803","2132","114.27","40","243618","0.43","6090.45","0"
"2025-11-16","50784","Eros Fantasy","ANDROID_APP","364425","136833","117","68","0","60","1235","18.3","14","22600","0.06","1614.29","0"
"2025-11-16","50784","Eros Fantasy","PC","199233","95482","44","23","0","0","733","29.11","9","21339","0.11","2371","0"
"2025-11-16","50784","Eros Fantasy","TOTAL","570509","231914","160","91","0","212","1885","23.31","23","43939","0.08","1910.39","0"
"2025-11-17","50784","Eros Fantasy","ANDROID_APP","364559","136924","134","91","0","48","1242","11.22","8","13939","0.04","1742.38","0"
"2025-11-17","50784","Eros Fantasy","PC","199257","95495","24","13","0","0","716","10.41","5","7450","0.04","1490","0"
"2025-11-17","50784","Eros Fantasy","TOTAL","570667","232018","158","104","0","182","1876","11.4","13","21389","0.04","1645.31","0"
"2025-11-18","50784","Eros Fantasy","ANDROID_APP","364713","137035","154","111","0","67","1249","43.49","15","54316","0.15","3621.07","0"
"2025-11-18","50784","Eros Fantasy","PC","199304","95527","48","32","1","0","731","27.82","7","20340","0.1","2905.71","0"
"2025-11-18","50784","Eros Fantasy","TOTAL","570868","232161","202","143","1","205","1897","39.35","22","74656","0.13","3393.45","0"
"2025-11-19","50784","Eros Fantasy","ANDROID_APP","364815","137108","102","73","0","51","1128","13.12","5","14800","0.04","2960","0"
"2025-11-19","50784","Eros Fantasy","PC","199331","95542","27","15","0","0","661","23.86","4","15769","0.08","3942.25","0"
"2025-11-19","50784","Eros Fantasy","TOTAL","570996","232248","128","87","0","159","1740","17.57","9","30569","0.05","3396.56","0"
"2025-11-20","50784","Eros Fantasy","ANDROID_APP","364916","137170","101","62","0","37","1063","43.07","8","45787","0.13","5723.38","0"
"2025-11-20","50784","Eros Fantasy","PC","199353","95556","22","14","0","0","662","33.07","7","21890","0.11","3127.14","0"
"2025-11-20","50784","Eros Fantasy","TOTAL","571119","232324","123","76","0","142","1672","40.48","15","67677","0.12","4511.8","0"
"2025-11-21","50784","Eros Fantasy","ANDROID_APP","365034","137255","118","85","0","50","1065","67.79","12","72199","0.2","6016.58","0"
"2025-11-21","50784","Eros Fantasy","PC","199408","95596","55","40","0","0","703","11.09","6","7799","0.04","1299.83","1000"
"2025-11-21","50784","Eros Fantasy","TOTAL","571290","232447","171","123","0","173","1727","46.44","19","80198","0.14","4220.95","1000"
"2025-11-22","50784","Eros Fantasy","ANDROID_APP","365130","137324","96","69","0","44","1036","45.93","12","47585","0.13","3965.42","0"
"2025-11-22","50784","Eros Fantasy","PC","199452","95619","44","23","0","0","679","2.5","3","1699","0.01","566.33","0"
"2025-11-22","50784","Eros Fantasy","TOTAL","571428","232537","138","90","0","146","1670","29.51","15","49284","0.09","3285.6","0"
"2025-11-23","50784","Eros Fantasy","ANDROID_APP","365223","137388","93","64","0","41","1044","19.54","14","20397","0.06","1456.93","0"
"2025-11-23","50784","Eros Fantasy","PC","199486","95640","34","21","0","0","674","36.94","9","24895","0.12","2766.11","0"
"2025-11-23","50784","Eros Fantasy","TOTAL","571555","232622","127","85","0","150","1688","26.83","23","45292","0.08","1969.22","0"
"2025-11-24","50784","Eros Fantasy","ANDROID_APP","365306","137438","83","50","0","41","993","16.46","8","16341","0.04","2042.63","0"
"2025-11-24","50784","Eros Fantasy","PC","199530","95662","44","22","0","0","671","23.77","3","15950","0.08","5316.67","0"
"2025-11-24","50784","Eros Fantasy","TOTAL","571681","232693","126","71","0","144","1630","19.81","11","32291","0.06","2935.55","0"
"2025-11-25","50784","Eros Fantasy","ANDROID_APP","365372","137481","66","43","0","26","974","9.33","6","9090","0.02","1515","0"
"2025-11-25","50784","Eros Fantasy","PC","199547","95672","17","10","0","0","644","2.33","3","1500","0.01","500","0"
"2025-11-25","50784","Eros Fantasy","TOTAL","571764","232746","83","53","0","90","1588","6.67","9","10590","0.02","1176.67","0"
"2025-11-26","50784","Eros Fantasy","ANDROID_APP","365460","137532","89","51","1","39","995","74.04","12","73668","0.2","6139","0"
